state,year,cigsale,lnincome,beer,age15to24,retprice,california,after_treatment
25,1971,98.5,,,0.186386958,38.90000153,FALSE,FALSE
24,1971,187.6000061,,,0.19367671,29.39999962,FALSE,FALSE
8,1971,108.5,,,0.176092446,33.59999847,FALSE,FALSE
23,1971,92.59999847,,,0.186095402,41.70000076,FALSE,FALSE
28,1971,106.3000031,,,0.165084586,44.70000076,FALSE,FALSE
2,1971,104.0999985,,,0.169953853,38.79999924,FALSE,FALSE
32,1971,106.3000031,,,0.178819269,41.59999847,FALSE,FALSE
20,1971,108.5999985,,,0.175217137,34.70000076,FALSE,FALSE
33,1971,108.9000015,,,0.184308559,42,FALSE,FALSE
26,1971,124.5999985,,,0.174539879,38.09999847,FALSE,FALSE
38,1971,105.4000015,,,0.176344067,40.20000076,FALSE,FALSE
11,1971,108.4000015,,,0.170838997,38.5,FALSE,FALSE
37,1971,111.5,,,0.173127443,41.59999847,FALSE,FALSE
3,1971,121,,,0.179296359,39.70000076,TRUE,FALSE
4,1971,125.5,,,0.191647589,31.10000038,FALSE,FALSE
30,1971,115,,,0.200489283,34.29999924,FALSE,FALSE
21,1971,190.5,,,0.163773775,44,FALSE,FALSE
10,1971,139.3000031,,,0.17797175,32.20000076,FALSE,FALSE
16,1971,116.4000015,,,0.176731586,40.09999847,FALSE,FALSE
14,1971,119.8000031,,,0.186780781,39.29999924,FALSE,FALSE
29,1971,123.1999969,,,0.183849499,40.20000076,FALSE,FALSE
35,1971,124.4000015,,,0.181367218,39.5,FALSE,FALSE
5,1971,117.5999985,,,0.164653897,45.5,FALSE,FALSE
7,1972,117,9.638890266,,0.18828699,40.90000153,FALSE,FALSE
34,1972,71.30000305,9.601121902,,0.202045247,37.20000076,FALSE,FALSE
13,1972,179.3999939,9.547482491,,0.183289036,30.60000038,FALSE,FALSE
31,1972,103,9.630848885,,0.182306185,39.09999847,FALSE,FALSE
15,1972,136.5,9.597140312,,0.171655715,41.5,FALSE,FALSE
26,1972,124.4000015,9.779579163,,0.175860271,38.40000153,FALSE,FALSE
32,1972,111.5,9.569716454,,0.17959471,41.59999847,FALSE,FALSE
20,1972,104.9000015,9.74647522,,0.176696911,41.09999847,FALSE,FALSE
29,1972,134.3999939,9.77021122,,0.184541091,41.59999847,FALSE,FALSE
33,1972,108.5999985,9.675209045,,0.185475767,46.90000153,FALSE,FALSE
22,1972,296.2000122,9.736375809,,0.173936069,36.09999847,FALSE,FALSE
27,1972,121.6999969,9.625026703,,0.177590474,39.79999924,FALSE,FALSE
28,1972,109,9.784274101,,0.166793168,44.70000076,FALSE,FALSE
8,1972,126.0999985,9.651839256,,0.174064294,33.70000076,FALSE,FALSE
11,1972,109.4000015,9.730264664,,0.172828451,41.90000153,FALSE,FALSE
19,1972,122.1999969,9.694641113,,0.178499311,40.09999847,FALSE,FALSE
4,1972,134.3000031,9.805547714,,0.192344964,31.20000076,FALSE,FALSE
35,1972,138,9.673069,,0.182959169,40,FALSE,FALSE
3,1972,123.5,9.930813789,,0.180434391,39.90000153,TRUE,FALSE
30,1972,118.6999969,9.509308815,,0.20066981,34.09999847,FALSE,FALSE
21,1972,198.6000061,9.944232941,,0.165993348,40.59999847,FALSE,FALSE
12,1972,111,9.768117905,,0.182575405,38.79999924,FALSE,FALSE
2,1972,103.9000015,9.464513779,,0.170900956,44.09999847,FALSE,FALSE
24,1972,214.1000061,9.590858459,,0.193805039,28.70000076,FALSE,FALSE
14,1972,125.3000031,9.517364502,,0.188376382,40,FALSE,FALSE
36,1972,137,9.736405373,,0.190325409,29.89999962,FALSE,FALSE
37,1972,117.5,9.542987823,,0.173663139,41.29999924,FALSE,FALSE
16,1972,96.80000305,9.765188217,,0.178739056,45.20000076,FALSE,FALSE
17,1972,112.0999985,9.397449493,,0.185615748,37.40000153,FALSE,FALSE
18,1972,130,9.733353615,,0.170926124,37.70000076,FALSE,FALSE
39,1972,140,9.766710281,,0.17975904,34.40000153,FALSE,FALSE
25,1972,103.8000031,9.697235107,,0.188307881,38.90000153,FALSE,FALSE
5,1972,110.8000031,9.981137276,,0.166379049,51.29999924,FALSE,FALSE
10,1972,149.1999969,9.731872559,,0.179427639,32.5,FALSE,FALSE
6,1972,156.3000031,9.909930229,,0.178416774,44.70000076,FALSE,FALSE
9,1972,126.5999985,9.908161163,,0.17102851,41.90000153,FALSE,FALSE
1,1972,101.0999985,9.498476028,,0.1809939,42.29999924,FALSE,FALSE
23,1972,99.30000305,9.557789803,,0.187333375,41.09999847,FALSE,FALSE
38,1972,108.8000031,9.749258995,,0.178401127,40.29999924,FALSE,FALSE
19,1973,119.9000015,9.775742531,,0.179852724,40.90000153,FALSE,FALSE
14,1973,126.6999969,9.564110756,,0.189971998,39.90000153,FALSE,FALSE
12,1973,115.1999969,9.838229179,,0.183600783,39.29999924,FALSE,FALSE
36,1973,143.1000061,9.781524658,,0.190777287,30.10000038,FALSE,FALSE
5,1973,109.3000031,10.01298904,,0.168104187,50.59999847,FALSE,FALSE
25,1973,108.6999969,9.984169006,,0.19022882,39.40000153,FALSE,FALSE
17,1973,115,9.457062721,,0.186858445,37.29999924,FALSE,FALSE
38,1973,109.5,9.797751427,,0.180458188,42.59999847,FALSE,FALSE
18,1973,132.1000061,9.780752182,,0.1725927,37.70000076,FALSE,FALSE
32,1973,109.6999969,9.63097477,,0.180370152,40.79999924,FALSE,FALSE
23,1973,98.90000153,9.592716217,,0.188571349,41.79999924,FALSE,FALSE
24,1973,226.5,9.644994736,,0.193933368,28.89999962,FALSE,FALSE
39,1973,141.1999969,9.843484879,,0.182289153,34.40000153,FALSE,FALSE
7,1973,119.8000031,9.684864998,,0.188707739,42.40000153,FALSE,FALSE
8,1973,121.8000031,9.721051216,,0.172036126,36.29999924,FALSE,FALSE
37,1973,116.5999985,9.569655418,,0.174198836,39.90000153,FALSE,FALSE
20,1973,106.5999985,9.835298538,,0.178176671,41.20000076,FALSE,FALSE
33,1973,110.4000015,9.72544384,,0.186642975,46.40000153,FALSE,FALSE
28,1973,110.6999969,9.821087837,,0.168501765,44.90000153,FALSE,FALSE
35,1973,146.8000031,9.699158669,,0.18455112,39.79999924,FALSE,FALSE
22,1973,279,9.774945259,,0.175538257,36.90000153,FALSE,FALSE
9,1973,124.4000015,9.961596489,,0.173059404,41,FALSE,FALSE
31,1973,103.5,9.80878067,,0.18411994,39.59999847,FALSE,FALSE
11,1973,110.5999985,9.858371735,,0.17481789,41.90000153,FALSE,FALSE
26,1973,120.5,9.826631546,,0.177180663,42,FALSE,FALSE
10,1973,156,9.806882858,,0.180883527,32.90000153,FALSE,FALSE
16,1973,106.8000031,9.862045288,,0.180746526,45.59999847,FALSE,FALSE
34,1973,72.69999695,9.626667023,,0.202029154,36.5,FALSE,FALSE
27,1973,124.0999985,9.682418823,,0.178656116,40.40000153,FALSE,FALSE
29,1973,142,9.785203934,,0.185232699,40.59999847,FALSE,FALSE
15,1973,138,9.647285461,,0.172976524,41,FALSE,FALSE
30,1973,125.5,9.563993454,,0.200850338,33.5,FALSE,FALSE
6,1973,154.6999969,9.948177338,,0.18094632,44,FALSE,FALSE
3,1973,124.4000015,9.95509243,,0.181572407,39.90000153,TRUE,FALSE
4,1973,137.8999939,9.848413467,,0.193042323,32.70000076,FALSE,FALSE
2,1973,108,9.556830406,,0.171848044,45.09999847,FALSE,FALSE
21,1973,201.5,9.980631828,,0.168212935,40.29999924,FALSE,FALSE
1,1973,102.9000015,9.550107002,,0.182059944,42.09999847,FALSE,FALSE
13,1973,201.8999939,9.598114967,,0.184278488,30.60000038,FALSE,FALSE
29,1974,146.1000061,9.765945435,,0.185924307,41.29999924,FALSE,FALSE
8,1974,125.5999985,9.74626255,,0.170007959,38,FALSE,FALSE
16,1974,110.5999985,9.828342438,,0.182753995,47,FALSE,FALSE
12,1974,118.5999985,9.810896873,,0.184626147,40.20000076,FALSE,FALSE
21,1974,204.6999969,9.928623199,,0.170432508,41.90000153,FALSE,FALSE
31,1974,108.4000015,9.697823524,,0.185933694,40.40000153,FALSE,FALSE
27,1974,130.5,9.675103188,,0.179721773,41,FALSE,FALSE
28,1974,114.1999969,9.814226151,,0.170210347,46.59999847,FALSE,FALSE
3,1974,126.6999969,9.947999001,,0.182710439,41.90000153,TRUE,FALSE
32,1974,114.8000031,9.609496117,,0.181145608,42.5,FALSE,FALSE
15,1974,142.1000061,9.636234283,,0.174297333,41.79999924,FALSE,FALSE
9,1974,131.8999939,9.946314812,,0.175090313,41.90000153,FALSE,FALSE
37,1974,119.9000015,9.565595627,,0.174734533,42,FALSE,FALSE
6,1974,151.3000031,9.918257713,,0.183475882,44.20000076,FALSE,FALSE
13,1974,212.3999939,9.600524902,,0.185267925,31.5,FALSE,FALSE
10,1974,159.6000061,9.763184547,,0.1823394,34.5,FALSE,FALSE
33,1974,114.6999969,9.722986221,,0.187810183,47.5,FALSE,FALSE
2,1974,109.6999969,9.542285919,,0.172795132,45.5,FALSE,FALSE
22,1974,269.7999878,9.747307777,,0.17714043,37.90000153,FALSE,FALSE
23,1974,100.3000031,9.584766388,,0.189809322,43.70000076,FALSE,FALSE
39,1974,145.8000031,9.859290123,,0.184819281,35.79999924,FALSE,FALSE
18,1974,135.3999939,9.739014626,,0.174259275,38,FALSE,FALSE
26,1974,122.0999985,9.811853409,,0.178501055,42.90000153,FALSE,FALSE
20,1974,110.5,9.766386986,,0.179656446,42,FALSE,FALSE
30,1974,129.6999969,9.558746338,,0.201030865,35.20000076,FALSE,FALSE
14,1974,129.8999939,9.579819679,,0.1915676,41.59999847,FALSE,FALSE
7,1974,123.6999969,9.659980774,,0.189128473,42.40000153,FALSE,FALSE
24,1974,227.3000031,9.621204376,,0.194061697,30.10000038,FALSE,FALSE
17,1974,117.0999985,9.436392784,,0.188101143,41.40000153,FALSE,FALSE
34,1974,75.59999847,9.612169266,,0.20201306,37.79999924,FALSE,FALSE
36,1974,149.6000061,9.772517204,,0.19122918,31.29999924,FALSE,FALSE
25,1974,110.5,9.864307404,,0.192149743,39.90000153,FALSE,FALSE
5,1974,112.4000015,9.988534927,,0.169829324,52.5,FALSE,FALSE
35,1974,151.8000031,9.661791801,,0.186143056,41.29999924,FALSE,FALSE
4,1974,132.8000031,9.840451241,,0.193739682,38.09999847,FALSE,FALSE
11,1974,116.0999985,9.788276672,,0.176807329,43.20000076,FALSE,FALSE
1,1974,108.1999969,9.537162781,,0.183126003,43.09999847,FALSE,FALSE
19,1974,121.9000015,9.740037918,,0.181206122,41.79999924,FALSE,FALSE
38,1974,111.8000031,9.782348633,,0.182515249,43.90000153,FALSE,FALSE
34,1975,75.80000305,9.601020813,,0.201996967,40.5,FALSE,FALSE
4,1975,131,9.828460693,,0.194437057,41.70000076,FALSE,FALSE
13,1975,223,9.579323769,,0.186257362,33.29999924,FALSE,FALSE
35,1975,155.5,9.637124062,,0.187734991,41.79999924,FALSE,FALSE
5,1975,110.1999969,9.960748672,,0.171554476,54.5,FALSE,FALSE
1,1975,111.6999969,9.540031433,,0.184192061,46.59999847,FALSE,FALSE
30,1975,130.5,9.527853966,,0.201211393,38.09999847,FALSE,FALSE
37,1975,123.1999969,9.58530426,,0.17527023,45.20000076,FALSE,FALSE
22,1975,269.1000061,9.718851089,,0.178742617,40.79999924,FALSE,FALSE
18,1975,135.6000061,9.730810165,,0.175925851,43.5,FALSE,FALSE
27,1975,132.8999939,9.682616234,,0.180787429,43.59999847,FALSE,FALSE
19,1975,123.6999969,9.724646568,,0.18255952,43.70000076,FALSE,FALSE
26,1975,122.5,9.783229828,,0.179821447,46,FALSE,FALSE
15,1975,140.6999969,9.60089016,,0.175618142,46.70000076,FALSE,FALSE
3,1975,127.0999985,9.937167168,,0.18384847,45,TRUE,FALSE
28,1975,114.5999985,9.804515839,,0.171918944,49.79999924,FALSE,FALSE
17,1975,116.8000031,9.413602829,,0.18934384,43,FALSE,FALSE
2,1975,114.8000031,9.514094353,,0.173742235,48.59999847,FALSE,FALSE
23,1975,103.0999985,9.596889496,,0.191047281,46.29999924,FALSE,FALSE
39,1975,160.6999969,9.848104477,,0.187349409,38.59999847,FALSE,FALSE
33,1975,116,9.734613419,,0.188977391,50.59999847,FALSE,FALSE
6,1975,147.6000061,9.887531281,,0.186005428,45.90000153,FALSE,FALSE
32,1975,117.4000015,9.584546089,,0.181921065,45.29999924,FALSE,FALSE
38,1975,113.5,9.766183853,,0.184572309,46.59999847,FALSE,FALSE
11,1975,120.5,9.8002882,,0.178796768,45.40000153,FALSE,FALSE
9,1975,131.8000031,9.934189796,,0.177121222,45.20000076,FALSE,FALSE
20,1975,114.0999985,9.797554016,,0.181136206,44.59999847,FALSE,FALSE
25,1975,117.9000015,9.806703568,,0.194070682,42.59999847,FALSE,FALSE
31,1975,113.5,9.694461823,,0.187747449,42.79999924,FALSE,FALSE
10,1975,162.3999939,9.743660927,,0.183795273,36.70000076,FALSE,FALSE
8,1975,123.3000031,9.692200661,,0.167979807,40.29999924,FALSE,FALSE
29,1975,154.6999969,9.757125854,,0.186615914,44.29999924,FALSE,FALSE
21,1975,205.1999969,9.915458679,,0.172652096,44.5,FALSE,FALSE
12,1975,123.4000015,9.80061245,,0.185651511,42.70000076,FALSE,FALSE
7,1975,122.9000015,9.629609108,,0.189549223,44.5,FALSE,FALSE
24,1975,226,9.590678215,,0.194190025,32.90000153,FALSE,FALSE
36,1975,152.6999969,9.761776924,,0.191681072,33.59999847,FALSE,FALSE
14,1975,133.6000061,9.585207939,,0.193163201,44.29999924,FALSE,FALSE
16,1975,111.5,9.801631927,,0.184761465,49.40000153,FALSE,FALSE
8,1976,125.0999985,9.731101036,,0.165951639,42.5,FALSE,FALSE
37,1976,129.6999969,9.626164436,,0.175805926,48.40000153,FALSE,FALSE
11,1976,124.4000015,9.803332329,,0.180786222,47.79999924,FALSE,FALSE
26,1976,124.5999985,9.831857681,,0.181141838,48.5,FALSE,FALSE
18,1976,139.5,9.769454002,,0.177592412,44.70000076,FALSE,FALSE
38,1976,115.4000015,9.807608604,,0.186629385,51.29999924,FALSE,FALSE
3,1976,128,9.976858139,,0.184986502,48.29999924,TRUE,FALSE
27,1976,138.6000061,9.712260246,,0.181853086,46.40000153,FALSE,FALSE
21,1976,201.3999939,9.955230713,,0.174871683,44.90000153,FALSE,FALSE
33,1976,121.4000015,9.780997276,,0.190144584,53.29999924,FALSE,FALSE
7,1976,125.9000015,9.671429634,,0.189969972,47.90000153,FALSE,FALSE
39,1976,161.5,9.871498108,,0.189879522,42.59999847,FALSE,FALSE
6,1976,153,9.920684814,,0.188534975,50.09999847,FALSE,FALSE
4,1976,134.1999969,9.858913422,,0.195134416,44.79999924,FALSE,FALSE
20,1976,118.0999985,9.787974358,,0.182615966,46.79999924,FALSE,FALSE
5,1976,113.4000015,9.993227005,,0.173279613,57.59999847,FALSE,FALSE
15,1976,144.8999939,9.671687126,,0.176938966,49.90000153,FALSE,FALSE
30,1976,136.8000031,9.574728012,,0.20139192,41,FALSE,FALSE
16,1976,116.6999969,9.824930191,,0.186768949,52.09999847,FALSE,FALSE
31,1976,116.6999969,9.623667717,,0.189561188,45,FALSE,FALSE
34,1976,77.90000153,9.645159721,,0.201980874,43.40000153,FALSE,FALSE
2,1976,119.0999985,9.558153152,,0.174689323,50.90000153,FALSE,FALSE
24,1976,230.1999969,9.637135506,,0.194318369,35.79999924,FALSE,FALSE
1,1976,116.1999969,9.591907501,,0.18525812,50.40000153,FALSE,FALSE
22,1976,290.5,9.777043343,,0.180344805,43.90000153,FALSE,FALSE
19,1976,124.9000015,9.730798721,,0.183912933,45.29999924,FALSE,FALSE
12,1976,127.6999969,9.830625534,,0.186676875,46.59999847,FALSE,FALSE
9,1976,134.3999939,9.965497971,,0.179152131,48.40000153,FALSE,FALSE
13,1976,230.8999939,9.624856949,,0.187246814,36,FALSE,FALSE
25,1976,125.4000015,9.725509644,,0.19599162,45.90000153,FALSE,FALSE
35,1976,171.1000061,9.680713654,,0.189326942,47.09999847,FALSE,FALSE
14,1976,139.6000061,9.644329071,,0.194758803,48.09999847,FALSE,FALSE
10,1976,166.6000061,9.798754692,,0.185251161,38.70000076,FALSE,FALSE
23,1976,102.4000015,9.63261795,,0.192285255,49.5,FALSE,FALSE
29,1976,150.1999969,9.795516968,,0.187307507,52.20000076,FALSE,FALSE
32,1976,121.6999969,9.632029533,,0.182696506,48.29999924,FALSE,FALSE
28,1976,118.8000031,9.843310356,,0.17362754,52.29999924,FALSE,FALSE
36,1976,158.1000061,9.799572945,,0.192132965,37.90000153,FALSE,FALSE
17,1976,120.9000015,9.477991104,,0.190586522,46.40000153,FALSE,FALSE
2,1977,122.5999985,9.590923309,,0.175636411,52.59999847,FALSE,FALSE
18,1977,140.8000031,9.808041573,,0.179258987,45.90000153,FALSE,FALSE
27,1977,140.3999939,9.740366936,,0.182918742,47.90000153,FALSE,FALSE
4,1977,132,9.888446808,,0.195831776,44.70000076,FALSE,FALSE
10,1977,173,9.833314896,,0.18670705,40.59999847,FALSE,FALSE
9,1977,134,9.996949196,,0.18118304,49.40000153,FALSE,FALSE
35,1977,169.3999939,9.687761307,,0.190918893,47,FALSE,FALSE
37,1977,133.8999939,9.658364296,,0.176341623,48.90000153,FALSE,FALSE
1,1977,117.0999985,9.617495537,,0.186324179,50.09999847,FALSE,FALSE
6,1977,153.3000031,9.933778763,,0.191064537,51.70000076,FALSE,FALSE
24,1977,217,9.656974792,,0.194446698,36.59999847,FALSE,FALSE
23,1977,102.4000015,9.669967651,,0.193523228,51.59999847,FALSE,FALSE
26,1977,127.3000031,9.872402191,,0.18246223,49.79999924,FALSE,FALSE
20,1977,117.6999969,9.80112648,,0.18409574,48.09999847,FALSE,FALSE
12,1977,127.9000015,9.84807682,,0.187702239,48.09999847,FALSE,FALSE
3,1977,126.4000015,10.00269985,,0.186124533,49,TRUE,FALSE
19,1977,127,9.732776642,,0.185266346,47.59999847,FALSE,FALSE
39,1977,160.3999939,9.923920631,,0.192409635,43.40000153,FALSE,FALSE
17,1977,122.0999985,9.516371727,,0.191829219,48.79999924,FALSE,FALSE
21,1977,190.8000031,10.00060081,,0.177091256,49.29999924,FALSE,FALSE
5,1977,117.3000031,10.02806854,,0.17500475,58.40000153,FALSE,FALSE
16,1977,117.1999969,9.87597847,,0.188776419,53.09999847,FALSE,FALSE
15,1977,145.6000061,9.678421021,,0.178259775,50.90000153,FALSE,FALSE
29,1977,148.8000031,9.81970787,,0.187999114,52.29999924,FALSE,FALSE
30,1977,137.1999969,9.589701653,,0.201572448,42.20000076,FALSE,FALSE
33,1977,124.1999969,9.812738419,,0.191311792,53.29999924,FALSE,FALSE
36,1977,157.6999969,9.828063011,,0.192584857,38.40000153,FALSE,FALSE
34,1977,78,9.673471451,,0.201964781,44.70000076,FALSE,FALSE
14,1977,140,9.679078102,,0.196354404,48.90000153,FALSE,FALSE
11,1977,125.5,9.839320183,,0.182775661,49.40000153,FALSE,FALSE
32,1977,124.5999985,9.655990601,,0.183471948,49.59999847,FALSE,FALSE
22,1977,278.7999878,9.806762695,,0.181946978,45,FALSE,FALSE
8,1977,125,9.726507187,,0.163923472,45.59999847,FALSE,FALSE
7,1977,127.9000015,9.69333744,,0.190390706,49.5,FALSE,FALSE
13,1977,229.3999939,9.672665596,,0.188236266,36.90000153,FALSE,FALSE
28,1977,120.0999985,9.873370171,,0.175336123,53.29999924,FALSE,FALSE
31,1977,115.5999985,9.678478241,,0.191374943,46.40000153,FALSE,FALSE
38,1977,117.1999969,9.852297783,,0.188686445,52.09999847,FALSE,FALSE
25,1977,122.1999969,9.693218231,,0.197912544,47.40000153,FALSE,FALSE
32,1978,127.3000031,9.70067215,,0.184247404,54.79999924,FALSE,FALSE
21,1978,187,10.06986713,,0.179310843,54.29999924,FALSE,FALSE
2,1978,127.3000031,9.657238007,,0.176583499,56.5,FALSE,FALSE
3,1978,126.0999985,10.04556465,,0.18726255,58.70000076,TRUE,FALSE
18,1978,141.8000031,9.844763756,,0.180925563,49.90000153,FALSE,FALSE
20,1978,117.4000015,9.879457474,,0.1855755,53.59999847,FALSE,FALSE
5,1978,117.5,10.06320286,,0.176729888,61.70000076,FALSE,FALSE
23,1978,103.0999985,9.7172966,,0.194761202,56,FALSE,FALSE
26,1978,131.3000031,9.899350166,,0.183782622,53.90000153,FALSE,FALSE
28,1978,122.3000031,9.902812958,,0.177044719,57.40000153,FALSE,FALSE
34,1978,79.59999847,9.708169937,,0.201948687,49.5,FALSE,FALSE
7,1978,130.6000061,9.736651421,,0.190811455,54.70000076,FALSE,FALSE
1,1978,123,9.654071808,,0.187390223,55.09999847,FALSE,FALSE
35,1978,162.3999939,9.746977806,,0.192510828,52.5,FALSE,FALSE
24,1978,205.5,9.697710037,,0.194575027,41.79999924,FALSE,FALSE
22,1978,269.6000061,9.853168488,,0.183549166,49.70000076,FALSE,FALSE
27,1978,143.6000061,9.782526016,,0.183984384,53.09999847,FALSE,FALSE
4,1978,129.1999969,9.933751106,,0.196529135,57.40000153,FALSE,FALSE
37,1978,131.6000061,9.687846184,,0.17687732,53.90000153,FALSE,FALSE
29,1978,146.8000031,9.842970848,,0.188690722,56.29999924,FALSE,FALSE
36,1978,155.8999939,9.868163109,,0.193036735,42.79999924,FALSE,FALSE
30,1978,140.3999939,9.626874924,,0.201752976,49.20000076,FALSE,FALSE
19,1978,127.1999969,9.814650536,,0.186619744,51.90000153,FALSE,FALSE
25,1978,121.9000015,9.859667778,,0.199833483,53.20000076,FALSE,FALSE
15,1978,143.8999939,9.698807716,,0.179580584,55,FALSE,FALSE
12,1978,127.0999985,9.87560463,,0.188727617,52.59999847,FALSE,FALSE
8,1978,122.8000031,9.768933296,,0.161895305,51.5,FALSE,FALSE
10,1978,150.8999939,9.865232468,,0.188162923,50,FALSE,FALSE
38,1978,116.6999969,9.889820099,,0.190743506,57.09999847,FALSE,FALSE
9,1978,136.6999969,10.02360344,,0.183213934,54.59999847,FALSE,FALSE
17,1978,124.9000015,9.540334702,,0.193071917,53.59999847,FALSE,FALSE
11,1978,127.0999985,9.914183617,,0.1847651,54.59999847,FALSE,FALSE
13,1978,224.6999969,9.703742981,,0.189225703,41.40000153,FALSE,FALSE
6,1978,155.5,9.944127083,,0.193594083,58.70000076,FALSE,FALSE
16,1978,118.9000015,9.913441658,,0.190783888,57.90000153,FALSE,FALSE
14,1978,142.6999969,9.73168087,,0.19795002,54.20000076,FALSE,FALSE
33,1978,126.5999985,9.863806725,,0.192478999,59.09999847,FALSE,FALSE
31,1978,116.9000015,9.756708145,,0.193188697,53.20000076,FALSE,FALSE
39,1978,160.3000031,10.00353336,,0.194939762,49.79999924,FALSE,FALSE
32,1979,127.1999969,9.690542221,,0.185022861,57.29999924,FALSE,FALSE
39,1979,168.6000061,10.01673603,,0.19746989,51.70000076,FALSE,FALSE
28,1979,122.5999985,9.899785042,,0.178753302,60.59999847,FALSE,FALSE
2,1979,126.5,9.633533478,,0.177530602,58.40000153,FALSE,FALSE
18,1979,140.1999969,9.847525597,,0.182592124,52.20000076,FALSE,FALSE
22,1979,254.6000061,9.865933418,,0.185151339,53.20000076,FALSE,FALSE
8,1979,117.5,9.737336159,,0.159867153,55.40000153,FALSE,FALSE
12,1979,126.4000015,9.90379715,,0.189752981,54.79999924,FALSE,FALSE
9,1979,135.3000031,10.01367474,,0.185244843,56.79999924,FALSE,FALSE
17,1979,123.9000015,9.552969933,,0.194314614,56.5,FALSE,FALSE
36,1979,151.8000031,9.870886803,,0.193488628,45.79999924,FALSE,FALSE
6,1979,150.1999969,9.926103592,,0.196123645,60,FALSE,FALSE
37,1979,122.0999985,9.683866501,,0.177413017,62.40000153,FALSE,FALSE
25,1979,121.3000031,9.782692909,,0.201754406,55,FALSE,FALSE
14,1979,140.1000061,9.737774849,,0.199545622,57.09999847,FALSE,FALSE
10,1979,148.8999939,9.851489067,,0.189618796,52.5,FALSE,FALSE
1,1979,121.4000015,9.649180412,,0.188456282,56.79999924,FALSE,FALSE
