id,job,area,income,aspect,subscriptions,dist_healthy,save_rate,dist_unhealthy,age,pop_dense,retail_dense,crime,product
19,kd,c,66993.0,24.366666666666667,1,17.749463135289908,117,17.062245328087677,47,0.9803149606299213,0.6299212598425197,0.410846228913983,b
20,kd,c,55516.0,42.78333333333333,3,5.264137437365784,47,3.4789939581284246,39,0.65748031496063,0.5354330708661418,0.02132998745294856,b
21,bf,d,39363.0,17.433333333333334,2,10.813171080887617,137,7.670366727553745,50,0.8858267716535433,0.39763779527559057,0.12477345601561411,a
22,kd,c,67241.0,25.450000000000003,1,3.1424481030780242,8,19.89742869186455,46,0.9921259842519685,0.6614173228346457,0.09633347274501604,c
23,f8,b,71314.0,4.0,1,6.896206156048676,17,12.085991288464239,44,0.8307086614173228,0.5905511811023622,0.684650773734839,c
24,pz,a,58420.0,10.391666666666666,0,6.62419470293486,4,17.88450189686666,47,0.8976377952755905,0.547244094488189,0.2619545517914401,b
25,pq,c,55835.0,36.175,1,3.1424481030780242,4,16.143880848672193,43,0.9291338582677166,0.7440944881889764,0.08531994981179424,c
26,nb,a,59377.0,15.7,3,6.950608446671438,41,4.562877616973443,51,0.7795275590551181,0.21653543307086615,0.18458106789348946,c
27,nb,a,54064.0,19.058333333333334,2,5.644953471725126,19,18.407756076998734,50,0.9173228346456693,0.4448818897637795,0.4422138575212603,b
28,qp,c,67382.0,33.575,1,20.251968503937007,109,5.7001545595054095,42,0.9566929133858267,0.7716535433070866,0.36497978530600866,b
29,pe,a,61042.0,7.25,1,2.816034359341446,-8,9.501756358016017,46,0.8110236220472441,0.4881889763779528,0.11836051861145964,c
30,nb,a,58314.0,18.950000000000003,1,10.16034359341446,142,30.40522692145567,49,0.9251968503937008,0.4881889763779528,0.07151819322459223,b
31,pe,b,62848.0,41.15833333333333,0,17.015032211882605,-69,8.001405086412813,46,0.9133858267716536,0.6338582677165354,0.16157814024815279,c
32,nb,a,47440.0,18.625,1,6.406585540443809,66,8.24701419137277,50,0.9173228346456693,0.46062992125984253,0.3161856963613551,b
33,pz,a,69047.0,17.65,1,11.819613457408733,58,11.279752704791346,49,0.9212598425196851,0.5118110236220472,0.2354663320786282,b
34,pz,a,68799.0,5.95,0,7.712240515390122,41,27.772938035689194,46,0.9015748031496063,0.5905511811023622,0.09396347413913286,b
35,kd,c,69189.0,38.88333333333333,1,16.987831066571225,156,22.700576085429255,41,0.8779527559055118,0.7204724409448819,0.30112923462986196,c
36,kd,c,,15.158333333333333,1,5.454545454545455,25,5.240972319797667,50,0.8740157480314961,0.41732283464566927,0.2383939774153074,b
37,kl,c,40461.0,40.18333333333334,2,9.534717251252683,-50,4.231839258114373,40,0.8267716535433071,0.6929133858267716,0.20354105674055487,b
38,pz,a,64194.0,21.55,1,2.0,0,14.034846143037797,49,0.952755905511811,0.531496062992126,0.46842325386867417,c
39,nb,a,59589.0,28.266666666666666,1,17.042233357193986,55,31.110018266123365,44,0.9960629921259843,0.7440944881889764,0.14707932524745573,b
40,pz,a,58066.0,36.5,1,3.632068718682892,21,25.124631164816638,41,0.9173228346456693,0.7637795275590551,0.3055904084762303,b
41,pz,a,59129.0,29.133333333333336,0,13.533285612025768,95,31.12603625122945,45,0.9724409448818898,0.6968503937007874,0.22528927924160044,b
42,e2,c,71598.0,18.299999999999997,3,4.584108804581245,56,12.128705915413798,51,0.8149606299212598,0.2283464566929134,0.10386170361076258,d
43,al,a,57854.0,31.84166666666667,2,6.896206156048676,89,35.24799775186174,39,0.968503937007874,0.8779527559055118,0.6768437195036944,b
44,vv,c,68516.0,34.55,1,24.087329992841802,166,9.111985387101306,42,0.9488188976377953,0.7716535433070866,0.38672800780705424,c
45,kd,c,51796.0,38.775,3,14.485325697924123,201,9.688632850920332,37,0.8031496062992126,0.7677165354330708,0.16269343370974487,b
46,kp,a,70216.0,9.524999999999999,1,6.08017179670723,-11,21.937052128705915,48,0.8622047244094488,0.5,0.355918025930573,d
47,pz,a,55976.0,15.7,1,4.31209735146743,15,19.219333989040326,49,0.905511811023622,0.4921259842519685,0.33737627213160465,b
48,bf,d,29339.0,22.09166666666667,3,3.822476735862563,8,6.009835604889701,48,0.9330708661417323,0.468503937007874,0.10888052418792694,a
49,pe,a,68055.0,6.491666666666666,1,7.467430207587688,44,9.384291133904735,46,0.8385826771653543,0.531496062992126,0.3311027464101492,c
50,nb,a,61573.0,17.0,1,12.934860415175375,112,22.129267949978924,50,0.8858267716535433,0.40551181102362205,0.3510386170361076,c
51,pz,a,57393.0,23.93333333333333,1,9.697924123120973,49,30.82169453421385,47,0.9724409448818898,0.6181102362204725,0.4993726474278545,b
52,pe,c,57393.0,32.49166666666666,1,2.816034359341446,8,8.48728396796403,43,0.968503937007874,0.7598425196850394,0.04726056043496445,b
53,qp,c,66780.0,15.7,0,7.766642806012884,10,3.2814388084867216,47,0.9330708661417323,0.594488188976378,0.18569636135508155,b
54,nb,a,52859.0,12.450000000000001,2,11.302791696492484,181,3.9274975410987776,50,0.7637795275590551,0.28346456692913385,0.26962219433988566,b
55,kd,c,54843.0,7.358333333333333,2,5.37294201861131,30,10.393424195588029,46,0.7834645669291339,0.46062992125984253,0.38937682977833543,b
56,pz,a,61325.0,5.733333333333333,2,13.533285612025768,9,20.15905578193059,45,0.7992125984251969,0.5236220472440944,0.41530740276035133,c
57,vv,c,65186.0,31.625,1,6.08017179670723,24,16.704510327385133,42,0.9803149606299213,0.8031496062992126,0.10204935173567545,c
58,qp,c,62423.0,29.241666666666667,0,10.513958482462419,2,15.188141070675846,46,0.9488188976377953,0.6417322834645669,0.12533110274641016,c
59,kl,d,34192.0,41.266666666666666,2,9.289906943450251,114,7.0296473233103836,41,0.8031496062992126,0.6456692913385826,0.17147636971978253,f
60,kd,c,55268.0,8.983333333333333,2,18.810307802433787,278,8.038780384993677,47,0.7559055118110236,0.38188976377952755,0.0904781820716576,b
61,pz,a,51017.0,6.925,1,8.528274874731569,60,15.77546719123226,46,0.8070866141732284,0.49606299212598426,0.3528509689111948,b
62,dz,c,47227.0,22.308333333333334,0,8.58267716535433,91,11.434593227483491,48,0.9566929133858267,0.5984251968503937,0.3722291928063572,a
63,nb,a,45102.0,18.083333333333336,0,4.31209735146743,7,10.046367851622875,49,0.9291338582677166,0.5354330708661418,0.12477345601561411,b
64,am,c,67807.0,39.858333333333334,0,3.1424481030780242,1,10.510889419699312,45,0.9094488188976378,0.65748031496063,0.17036107625819044,c
65,pz,a,63132.0,14.075000000000001,1,12.608446671438797,45,28.974286918645497,50,0.8464566929133859,0.38976377952755903,0.13899344765091315,b
66,qp,c,55410.0,9.741666666666667,0,4.448103078024338,-11,12.801461289869327,47,0.8858267716535433,0.531496062992126,0.059110553464380315,c
67,kl,c,45350.0,37.25833333333333,2,4.31209735146743,22,5.7001545595054095,40,0.8937007874015748,0.7755905511811023,0.1863934197685766,f
68,dz,d,37734.0,23.825,4,4.584108804581245,51,4.087677392159618,45,0.9448818897637795,0.547244094488189,0.1561410846228914,a
69,po,c,54311.0,23.5,1,6.161775232641374,2,14.654208233806377,47,0.968503937007874,0.610236220472441,0.3316603931409452,b
70,al,c,,9.091666666666667,1,9.289906943450251,16,4.717718139665589,47,0.8582677165354331,0.5039370078740157,0.2633486686184302,c
71,de,a,51867.0,7.033333333333333,1,8.365068002863278,27,10.708444569341015,47,0.8661417322834646,0.547244094488189,0.1889028300571588,b
72,pz,a,59235.0,32.925,1,20.333571939871153,105,33.73696782352115,43,0.9645669291338582,0.7677165354330708,0.47330266276313954,b
73,al,a,56933.0,40.291666666666664,1,4.448103078024338,10,33.838415062526344,44,0.8937007874015748,0.6614173228346457,0.5431479157953436,c
74,pz,a,56118.0,28.916666666666664,1,11.112383679312813,26,31.259519460446818,44,0.9960629921259843,0.7559055118110236,0.5813467168548725,b
75,pz,a,58987.0,40.075,0,13.533285612025768,31,30.517352817198258,45,0.9173228346456693,0.6456692913385826,0.19238812212463405,b
76,kl,d,40886.0,11.583333333333332,1,3.822476735862563,13,4.29591119853871,49,0.8267716535433071,0.40551181102362205,0.051024675867837724,b
77,qp,c,57429.0,42.675000000000004,1,13.451682176091625,68,6.965575382886047,44,0.8464566929133859,0.6062992125984252,0.25317161578140246,b
78,pz,a,57039.0,33.141666666666666,1,14.240515390121688,54,32.359421104397924,41,0.9606299212598425,0.8070866141732284,0.8255959849435383,b
79,nn,a,65009.0,11.8,1,4.937723693629206,19,22.77532668259098,49,0.8385826771653543,0.41732283464566927,0.20605046702913704,c
80,de,a,47935.0,33.575,1,4.937723693629206,20,8.79696501334832,44,0.9566929133858267,0.7283464566929134,0.4862679492541475,b
81,kl,d,42268.0,38.233333333333334,3,10.813171080887617,147,5.529296051707179,35,0.7834645669291339,0.8031496062992126,0.16659696082531716,b
82,pe,a,65611.0,8.658333333333333,1,2.816034359341446,0,8.097512997049318,47,0.8385826771653543,0.484251968503937,0.3479715600167294,c
83,kd,c,51796.0,38.233333333333334,2,8.58267716535433,95,8.188281579317128,38,0.8346456692913385,0.7834645669291339,0.34211626934337097,b
84,nn,b,62175.0,39.641666666666666,0,22.40085898353615,-88,6.671912322607841,45,0.9133858267716536,0.65748031496063,0.1385752126028161,b
85,mm,a,42020.0,6.491666666666666,1,2.0,0,5.363776872277645,46,0.8622047244094488,0.5511811023622047,0.45545796737766625,b
86,dz,c,40391.0,6.275,2,7.1682176091624905,54,6.976254039623437,45,0.7716535433070866,0.484251968503937,0.15544402620939635,a
87,dz,c,42799.0,24.8,2,4.937723693629206,23,7.382042995644232,46,0.9881889763779528,0.6417322834645669,0.21009340582740835,a
88,pz,a,59554.0,20.683333333333334,2,9.289906943450251,42,11.471968526064353,49,0.9409448818897638,0.4881889763779528,0.18569636135508155,c
89,vv,c,58562.0,24.691666666666666,1,10.024337866857552,39,9.037234789939582,47,0.9763779527559056,0.6338582677165354,0.21427575630837864,b
90,pe,a,67984.0,9.416666666666668,1,9.697924123120973,56,8.567373893494448,48,0.8346456692913385,0.468503937007874,0.23100515823225987,c
91,pe,a,65044.0,8.008333333333333,1,9.017895490336436,36,18.135450330195308,47,0.8149606299212598,0.4763779527559055,0.6178725777220131,c
92,vv,b,72271.0,15.483333333333334,2,19.35433070866142,192,9.069270760151749,51,0.8503937007874016,0.35826771653543305,0.13620521399693294,c
93,vv,c,66284.0,11.8,2,15.274158911954189,111,4.86721933398904,49,0.8110236220472441,0.37401574803149606,0.1150146382266834,c
94,qp,c,69047.0,35.09166666666667,1,4.937723693629206,15,10.462835464381058,43,0.9448818897637795,0.7440944881889764,0.2027045866443608,c
95,qp,c,66249.0,36.608333333333334,0,10.16034359341446,28,4.509484333286498,46,0.937007874015748,0.6496062992125984,0.20493517356754495,c
96,qp,c,68374.0,35.74166666666667,1,18.810307802433787,137,4.86721933398904,42,0.9330708661417323,0.7598425196850394,0.32231981040011154,b
97,pe,a,61006.0,19.708333333333336,1,9.534717251252683,-43,5.44920612617676,49,0.9330708661417323,0.484251968503937,0.22765927784748363,c
98,qp,c,56083.0,15.7,0,2.0,0,11.989883377827736,48,0.9212598425196851,0.5551181102362205,0.06217761048375854,c
99,po,c,54843.0,27.4,1,15.056549749463136,90,15.118729801882814,45,0.9960629921259843,0.7165354330708661,0.2644639620800223,b
100,kl,d,30508.0,35.2,4,8.58267716535433,119,9.181396655894337,32,0.8464566929133859,0.9291338582677166,0.09215112226404573,a
101,pz,a,66213.0,21.333333333333332,3,11.520400858983537,106,8.230996206266685,49,0.9173228346456693,0.421259842519685,0.30712393698591944,c
102,nn,c,,37.583333333333336,0,16.71581961345741,27,11.770970914711254,44,0.9251968503937008,0.6929133858267716,0.0861564199079883,c
103,kl,c,49388.0,42.675000000000004,2,5.454545454545455,34,10.574961360123647,43,0.7952755905511811,0.5905511811023622,0.17091872298898647,e
104,qp,c,63840.0,17.108333333333334,1,10.16034359341446,73,2.640719404243361,50,0.8976377952755905,0.4409448818897638,0.13495050885264184,b
105,qp,b,65115.0,38.99166666666667,1,7.766642806012884,-5,8.70619643108051,43,0.905511811023622,0.6889763779527559,0.09549700264882197,c
106,kl,c,47971.0,24.583333333333332,3,8.365068002863278,71,12.18743852746944,46,0.9763779527559056,0.6181102362204725,0.20981458246201032,b
107,qp,c,59377.0,12.558333333333334,1,14.78453829634932,-1,10.815231136714909,49,0.8503937007874016,0.421259842519685,0.18709047818207167,b
108,pz,a,58314.0,40.94166666666666,1,6.62419470293486,43,24.20092735703246,42,0.84251968503937,0.6614173228346457,0.06761466610901994,c
109,pz,a,63982.0,40.61666666666667,1,4.31209735146743,14,9.507095686384712,43,0.8622047244094488,0.6653543307086615,0.32622333751568383,c
110,kd,c,62777.0,25.775000000000002,2,14.240515390121688,102,12.886890543768441,45,0.9960629921259843,0.6771653543307087,0.2714345462149728,b
111,pz,a,59589.0,24.258333333333336,1,24.087329992841802,124,33.76366446536462,47,0.9803149606299213,0.6259842519685039,0.5430085041126447,b
112,f8,a,69685.0,34.766666666666666,0,18.51109520400859,28,21.563299142897286,44,0.9448818897637795,0.7125984251968503,0.19099400529764393,c
113,nb,a,65399.0,41.59166666666667,1,18.103078024337865,-2,19.8493747365463,43,0.8503937007874016,0.6377952755905512,0.4482085598773177,c
114,bf,d,38124.0,41.80833333333333,2,10.813171080887617,148,6.75200224813826,42,0.8110236220472441,0.6299212598425197,0.12658580789070123,f
115,kw,c,53178.0,32.275,4,10.976377952755906,199,10.938035689194885,33,0.9173228346456693,0.9566929133858267,0.19768576606719643,b
116,pz,a,56472.0,30.758333333333333,1,8.201861130994988,27,32.25797386539273,42,0.984251968503937,0.7992125984251969,0.4236721037222919,b
117,by,c,43437.0,20.900000000000002,1,3.632068718682892,9,7.1257552339468875,49,0.952755905511811,0.5551181102362205,0.22166457549142618,b
118,bf,d,40745.0,5.95,1,7.766642806012884,42,7.163130532527751,45,0.8149606299212598,0.5275590551181102,0.04670291370416841,a
119,pe,b,65824.0,39.31666666666667,0,13.098067287043664,84,4.2745538850639315,46,0.9251968503937008,0.6417322834645669,0.35703331939216504,b
120,rn,a,43295.0,8.766666666666666,2,3.822476735862563,21,5.630743290712379,47,0.7834645669291339,0.41732283464566927,0.14666109019935872,b
121,pe,a,56578.0,8.875,0,12.390837508947744,11,7.32331038358859,47,0.8976377952755905,0.5590551181102362,0.3055904084762303,b
122,mm,c,58243.0,38.55833333333333,2,4.31209735146743,26,14.814388084867218,40,0.8622047244094488,0.7480314960629921,0.13801756587202008,b
123,bf,d,41276.0,36.825,0,7.1682176091624905,48,3.3188141070675847,44,0.9291338582677166,0.7007874015748031,0.04600585529067336,b
124,vv,c,54099.0,8.008333333333333,1,14.78453829634932,121,15.930307713924405,47,0.8346456692913385,0.49606299212598426,0.12142757563083786,b
125,pz,a,52505.0,9.091666666666667,1,7.467430207587688,21,14.349866516790783,47,0.8700787401574803,0.5196850393700787,0.26404572703192525,b
126,pz,a,66426.0,8.875,0,2.816034359341446,2,31.08866095264859,47,0.8779527559055118,0.5354330708661418,0.10204935173567545,c
127,pz,a,64442.0,10.175,2,13.533285612025768,86,24.19024870029507,48,0.7559055118110236,0.3425196850393701,0.48529206747525444,c
128,al,c,58846.0,5.083333333333333,1,5.264137437365784,28,8.567373893494448,45,0.8464566929133859,0.5708661417322834,0.08824759514847344,c
129,nn,b,65469.0,27.4,2,6.08017179670723,33,11.83504285513559,43,1.0,0.7519685039370079,0.5856684790185418,c
130,pz,a,64584.0,35.63333333333333,1,2.816034359341446,6,28.29085288745258,43,0.937007874015748,0.7283464566929134,0.16910637111389934,c
131,pe,b,68091.0,32.925,2,15.192555476020043,-66,4.941969931150766,39,0.9566929133858267,0.8622047244094488,0.45559737906036524,b
132,pz,a,56933.0,18.841666666666665,1,12.744452397995705,53,31.643951102992837,49,0.9291338582677166,0.515748031496063,0.630140805799526,b
133,dz,d,37450.0,14.075000000000001,2,9.534717251252683,92,6.778698889981734,51,0.7795275590551181,0.25984251968503935,0.12045169385194479,a
134,pz,a,61573.0,9.308333333333334,1,11.302791696492484,0,22.77532668259098,48,0.7992125984251969,0.4251968503937008,0.5092708768994841,c
135,pz,a,,4.108333333333333,1,7.8754473872584105,64,10.31333427005761,44,0.8267716535433071,0.5866141732283464,0.3034992332357452,c
136,pe,c,62069.0,31.083333333333332,1,3.1424481030780242,4,10.54292538991148,43,0.9803149606299213,0.7637795275590551,0.30628746688972536,c
137,al,b,71031.0,22.525,2,6.08017179670723,32,7.1257552339468875,48,0.9645669291338582,0.5551181102362205,0.16339049212323992,d
138,nb,a,52611.0,21.333333333333332,3,5.644953471725126,65,23.079668399606575,49,0.9173228346456693,0.4251968503937008,0.7631395510943817,b
139,po,c,59554.0,12.883333333333333,1,2.0,0,13.276661514683152,49,0.84251968503937,0.40551181102362205,0.4845950090617594,c
140,pz,a,57854.0,30.325000000000003,1,14.050107372942017,66,33.43262610650555,44,0.9803149606299213,0.7362204724409449,0.42994562944374737,b
141,pz,a,57499.0,21.983333333333334,1,12.390837508947744,72,30.079527890965295,48,0.9606299212598425,0.5787401574803149,0.6180119894047121,b
142,pz,a,61750.0,33.900000000000006,2,15.056549749463136,174,31.01924968385556,37,0.9291338582677166,0.8858267716535433,0.13104698173706958,b
143,nb,a,44429.0,21.008333333333333,1,3.1424481030780242,-6,10.516228748068006,49,0.9488188976377953,0.5196850393700787,0.14568520842046565,b
144,pe,c,67347.0,14.183333333333334,1,4.584108804581245,6,14.504707039482929,50,0.8582677165354331,0.40551181102362205,0.24424926808866584,c
145,qp,c,60581.0,33.141666666666666,1,4.937723693629206,27,10.53224673317409,44,0.9606299212598425,0.7401574803149606,0.017287048654677263,c
146,pz,a,57393.0,29.458333333333332,1,7.467430207587688,26,28.205423633553462,44,0.9881889763779528,0.7519685039370079,0.2958315906872996,c
147,de,a,47688.0,9.633333333333333,1,6.406585540443809,45,12.710692707601517,48,0.8582677165354331,0.4921259842519685,0.6736372508016172,b
148,kl,d,35786.0,39.641666666666666,3,4.584108804581245,43,3.1532949276380497,36,0.7598425196850394,0.7283464566929134,0.017287048654677263,a
149,nb,a,50982.0,22.958333333333332,2,8.528274874731569,60,5.048756498524659,48,0.9606299212598425,0.5393700787401575,0.0904781820716576,e
150,vv,c,50450.0,6.383333333333333,0,5.264137437365784,14,4.664324855978642,47,0.905511811023622,0.5905511811023622,0.383521539104977,b
151,gj,c,58420.0,28.7,1,26.67143879742305,191,16.143880848672193,44,0.9921259842519685,0.7401574803149606,0.1972675310190994,b
152,pz,a,44606.0,39.53333333333333,1,5.264137437365784,40,6.1646761275818465,41,0.8622047244094488,0.7086614173228346,0.8933500627352572,b
153,kw,c,46341.0,40.18333333333334,2,4.448103078024338,37,8.983841506252634,39,0.7874015748031497,0.7007874015748031,0.26181514010874113,f
154,am,a,70429.0,41.7,2,9.534717251252683,40,8.583391878600533,42,0.8031496062992126,0.6299212598425197,0.11849993029415865,c
155,kd,c,57429.0,42.24166666666667,1,5.644953471725126,13,13.906702262189125,45,0.8740157480314961,0.6220472440944882,0.23100515823225987,c
156,pz,a,,29.891666666666666,1,12.989262705798138,86,33.36855416608121,43,0.9921259842519685,0.7755905511811023,0.44346856266555135,b
157,kd,c,68268.0,10.175,1,25.392984967788117,210,10.137136433890683,48,0.8188976377952756,0.42913385826771655,0.4399832705980761,c
158,kd,c,57854.0,13.533333333333333,1,2.816034359341446,9,9.731347477869889,50,0.8385826771653543,0.3779527559055118,0.18109577582601422,b
159,qp,c,58066.0,27.508333333333333,1,6.08017179670723,5,10.158493747365464,46,0.984251968503937,0.6889763779527559,0.08824759514847344,b
160,pe,c,61113.0,25.883333333333333,1,2.816034359341446,6,16.645777715329494,46,0.9921259842519685,0.6771653543307087,0.1751010734699568,b
161,pe,c,61856.0,33.25,1,3.632068718682892,8,9.213432626106506,43,0.9606299212598425,0.7637795275590551,0.2218039871741252,c
162,bf,d,37946.0,25.450000000000003,0,12.744452397995705,69,7.1257552339468875,47,0.9606299212598425,0.6338582677165354,0.19266694549003208,a
163,pz,a,61183.0,13.316666666666666,1,8.963493199713671,18,28.46171139525081,50,0.8503937007874016,0.40551181102362205,0.26125749337794507,c
164,kl,c,47440.0,39.96666666666667,3,7.1682176091624905,75,11.573415765069551,37,0.7716535433070866,0.7086614173228346,0.3674891955945908,f
165,vv,c,56508.0,37.69166666666667,1,4.448103078024338,22,17.740340030911902,43,0.9133858267716536,0.7125984251968503,0.1833263627491984,b
166,mm,a,48183.0,17.433333333333334,0,2.0,0,7.723760011240691,48,0.9291338582677166,0.5551181102362205,0.26516102049351736,c
167,pe,a,65469.0,42.78333333333333,1,3.632068718682892,11,11.028804271462695,44,0.8267716535433071,0.5984251968503937,0.059110553464380315,c
168,qp,b,65080.0,27.508333333333333,1,8.528274874731569,18,5.44920612617676,45,0.9960629921259843,0.7165354330708661,0.3532692039592918,c
169,pe,a,59341.0,40.50833333333333,0,2.0,0,17.393283686946745,45,0.9133858267716536,0.6417322834645669,0.08462289139829918,c
170,dz,c,46023.0,17.108333333333334,2,7.712240515390122,57,10.729801882815792,51,0.8582677165354331,0.33858267716535434,0.35549979088247596,a
171,pz,a,57570.0,40.725,2,4.31209735146743,12,9.523113671490798,42,0.8346456692913385,0.6692913385826772,0.3053115851108323,c
172,vv,c,60121.0,7.358333333333333,2,15.274158911954189,32,11.386539272165239,46,0.7952755905511811,0.468503937007874,0.13620521399693294,c
173,pz,a,46696.0,16.35,0,2.816034359341446,-5,10.457496136012365,48,0.9212598425196851,0.5433070866141733,0.7571448487383242,b
174,dz,d,43047.0,38.449999999999996,4,6.161775232641374,65,5.022059856681185,32,0.7283464566929134,0.7992125984251969,0.14819461870904782,b
175,pz,a,64336.0,14.616666666666665,0,10.405153901216893,14,33.58746662919769,47,0.9291338582677166,0.594488188976378,0.1343928621218458,c
176,pz,a,51301.0,13.208333333333334,1,6.08017179670723,26,10.516228748068006,50,0.8346456692913385,0.38188976377952755,0.28690924299456294,b
177,by,c,43933.0,36.175,0,15.274158911954189,128,5.753547843192356,46,0.937007874015748,0.6299212598425197,0.16269343370974487,f
178,pz,a,44216.0,19.6,1,7.8754473872584105,42,7.766474638190248,49,0.937007874015748,0.5236220472440944,0.0451693851944793,b
179,pz,a,68693.0,25.991666666666667,2,7.467430207587688,47,19.411549810313335,44,0.9960629921259843,0.6968503937007874,0.41391328593336124,c
180,kl,d,34865.0,12.558333333333334,2,9.534717251252683,26,6.805395531825207,50,0.7795275590551181,0.2992125984251969,0.09758817788930713,a
181,po,c,47333.0,21.333333333333332,2,4.31209735146743,2,20.911901081916536,49,0.9448818897637795,0.5,0.28439983270598074,b
182,pz,a,58987.0,36.608333333333334,2,10.16034359341446,78,33.656877897990725,39,0.8937007874015748,0.8070866141732284,0.20117105813467168,b
183,pz,a,,37.25833333333333,2,8.71868289191124,87,30.18097512997049,37,0.8543307086614174,0.8188976377952756,0.09549700264882197,b
184,qp,c,60050.0,9.091666666666667,2,8.93629205440229,49,10.61233665870451,47,0.7913385826771654,0.421259842519685,0.17802871880663598,c
185,qp,c,65115.0,39.31666666666667,1,8.201861130994988,43,13.917380918926513,44,0.9094488188976378,0.6732283464566929,0.08727171336958037,c
186,pz,a,57252.0,40.4,3,6.760200429491769,66,5.379794857383729,37,0.7480314960629921,0.6889763779527559,0.35299038059389376,c
187,nn,c,62848.0,40.075,1,2.0,0,23.068989742869185,43,0.8740157480314961,0.6771653543307087,0.26000278823365397,c
188,pz,a,59235.0,18.625,1,6.896206156048676,0,11.023464943094,50,0.9212598425196851,0.47244094488188976,0.17607695524884986,c
189,by,c,37840.0,26.53333333333333,0,9.344309234073013,59,4.023605451735282,46,0.9645669291338582,0.6496062992125984,0.09535759096612297,a
190,vv,c,65009.0,41.80833333333333,1,13.533285612025768,91,18.861598988337782,43,0.8464566929133859,0.6338582677165354,0.36079743482503834,c
191,nb,a,64478.0,13.641666666666667,1,5.644953471725126,24,8.79696501334832,50,0.84251968503937,0.3858267716535433,0.32664157256378085,b
192,pz,a,55728.0,11.366666666666667,0,6.08017179670723,16,27.196290571870172,48,0.889763779527559,0.5236220472440944,0.25540220270458663,e
193,kl,c,49884.0,12.558333333333334,3,4.584108804581245,32,14.371223830265562,50,0.6771653543307087,0.14566929133858267,0.09396347413913286,b
194,pz,a,61148.0,38.125,0,4.448103078024338,15,24.152873401714206,45,0.9251968503937008,0.6771653543307087,0.3111668757841907,b
195,pz,a,56331.0,42.675000000000004,0,10.405153901216893,0,23.965996908809892,45,0.889763779527559,0.6141732283464567,0.6617872577722013,b
196,qp,c,69614.0,25.450000000000003,0,13.370078740157481,67,19.582408318111565,47,0.968503937007874,0.6417322834645669,0.17593754356615085,b
197,de,a,54241.0,33.68333333333333,0,12.608446671438797,61,14.179008008992554,46,0.9448818897637795,0.6653543307086615,0.2559598494353827,b
198,kd,c,62034.0,23.716666666666665,2,10.024337866857552,26,15.038639876352395,47,0.9803149606299213,0.5984251968503937,0.4631256099261118,b
199,pz,a,63344.0,12.558333333333334,0,9.534717251252683,44,21.552620486159896,48,0.9094488188976378,0.547244094488189,0.17091872298898647,c
200,vv,c,62848.0,9.524999999999999,1,2.0,0,10.36138822537586,48,0.84251968503937,0.47244094488188976,0.07444583856127143,c
